,Unnamed: 0,file_name,label,text,English,Manually_Labeled
10,10,BG_Box_KubratPulev_vs_BogdanDinu_YES,YES,"Помня, че бих един румънец.
Бих го хубаво и ми беше много удобен тогава.
Бях много по-бърз от него и го разкъртих.
Тези груби думи мога да употребя.
Помня, че го бих, но не помня точно кой беше.
Сега, по статистиката, е той.
Надявам се и вярвам, че ще го бия.
Вярвам, че съм по-добър.
Трябва да го бия, като знам, че и ще има голяма българска публика в Лос Анджелис, която ще ме подкрепя.
Не мога да ги изложа.
Ще направя необходимото, за да мога да направя хората щастливи в този момент.","I remember being a Romanian.
I would love it and it was very comfortable for me then.
I was much faster than him and I broke him.
I can use these rude words.
I remember beating him, but I don't remember exactly who he was.
Now, according to statistics, it is him.
I hope and believe that I will beat him.
I believe I am better.
I have to beat him, knowing that there will be a large Bulgarian audience in Los Angeles who will support me.
I can't expose them.
I will do what is necessary so that I can make people happy in this moment.",True
11,11,BG_Box_KubratPulev_vs_DerekChisora_YES,YES,"Пожелавам българите да са с мен и да ми стискат палци. Да ми дават енергия през екраните. Ще направя всичко възможно, за да ги зарадвам.",I wish the Bulgarians to be with me and to shake my thumbs. To give me energy through the screens. I will do my best to make them happy.,True
12,12,BG_Box_KubratPulev_vs_HuiFury_YES,YES,"Важно е да си концентриран и целенасочен в това, което правиш. Когато излезеш на ринга трябва да си балансиран.
Хюи Фюри е сериозен противник.
Той се е приготвил много добре и идва с голям екип.
Негов треньор е баща му.
Смятам, че той е много голяма личност.
Значителна част от публиката ще го подкрепя.
В залата определено ще бъде интересно.
Ще бъде труден мач, в който не се знае кой ще победи.
Подготвен съм здраво и се надявам аз да бъда победителят.
Ще бъде зрелищно шоу, което ще остане в историята, в спомените на всички.
Играя пред родна публика, тежестта е голяма, но аз обичам предизвикателствата и се надявам да се справя с него.
Толкова съм зареден, че нямам търпение да започне боя.
За мен Фюри е просто едно препятствие, което трябва да преодолея.
Безразличен ми е.","It is important to be focused and focused in what you do. When you go out in the ring you have to be balanced.
Huey Fury is a serious opponent.
He is very well prepared and comes with a great team.
His coach is his father.
I think he is a very big person.
A significant part of the audience will support him.
It will definitely be interesting in the hall.
It will be a difficult match in which it is not known who will win.
I am well prepared and I hope to be the winner.
It will be a spectacular show that will remain in history, in everyone's memories.
I play in front of a native audience, the weight is great, but I love the challenges and I hope to cope with it.
I'm so charged that I can't wait for the fight to start.
For me, Fury is just an obstacle I have to overcome.
I don't care.",True
13,13,BG_Box_KubratPulev_vs_KevinDjonson_YES,YES,"Статутът ми на фаворит не ми влияе, почти няма напрежение у мен.
Но боксът е спорт, в който винаги може да има изненада.
Затова с треньора ми говорихме, че в първите рундове трябва да бъда по-предпазлив.
Смятам, че съм добре подготвен, все пак не играем за световна титла.
Подготвях се 2-3 месеца и мога да кажа, че необходимото го направихме.
Не мога да кажа кой е по-добър боксьор - Самюел Питър или Кевин Джонсън.
И двамата са добри, но Джонсън е по-подготвен.","My status as a favorite does not affect me, I have almost no tension.
But boxing is a sport in which there can always be a surprise.
That's why my coach and I talked about the need to be more careful in the first rounds.
I think I'm well prepared, we still don't play for a world title.
I was preparing for 2-3 months and I can say that we did what was necessary.
I can't say who is a better boxer - Samuel Peter or Kevin Johnson.
Both are good, but Johnson is better prepared.",True
14,14,BG_Box_KubratPulev_vs_MorisHaris_YES,YES,"Добър е.
Има мачове и е опитен.
Аз обаче мисля, че не е от моята класа. 
Не трябва да има никакво подценяване, защото все пак е бокс и трябва да играя на 100%.
Видяхте в мача за световната титла, че имаше малко подценяване от световния шампион и веднага се получават неприятни изненади.
Едва ли самият Александър Устинов е очаквал този нокаут.
В нокаута има и малко случайност.
Ще играя моята игра и ще гоня моя стил, за да демонстрирам моите силни страни.
Въпросът е да победя.","Is good.
He has matches and is experienced.
However, I don't think he's in my class.
There should be no underestimation, because it is still boxing and I have to play 100%.
You saw in the match for the world title that there was a little underestimation by the world champion and there were immediate unpleasant surprises.
Alexander Ustinov himself could hardly have expected this knockout.
There is also a bit of coincidence in the knockout.
I will play my game and chase my style to demonstrate my strengths.
The question is to win.",True
15,15,BG_Box_KubratPulev_vs_TonyTompson_YES,YES,"Ами да, радваме се, че нещата вече са официално регламентирани.
Имаше доста проблеми с намирането на съперник, но сега всичко е както трябва и имаме уверението, че победителят действително ще бъде обявен за претендент.
Разбира се, че е хубаво да знаеш, че си само на крачка от мач с Кличко.
Аз обаче не мисля за това в момента, а за предстоящата среща.
Това е най-важното сега - да се концентрирам максимално.
А за мача с Кличко ще говорим, като му дойде времето.
Да, то и в интернет има много мачове.
Гледах го - несъмнено е добър и изключително опитен боксьор.
Въпреки това мисля, че ще го бия.
Не вярвам това да окаже особено влияние.
От друга страна пък, той ще се яви на нашия мач по-обигран, докато аз не съм излизал на ринга от близо година.
Струва ми се, че шансовете са поравно.
Не, напротив.
В момента се чувствам много добре - отпочинал, свеж.
Тренирам добре и се надявам това да си проличи в мача.
Въобще всяко нещо си има предимства и недостатъци.
Аз не съм спирал да тренирам, но в последните седмици вдигнахме значително оборотите.
Сега ми предстоят повече спаринги, като до ден-два трябва да дойдат руснак и американец.
Очаквам да пристигне и българският боксьор Димитър Стоименов, който е с обратен гард като Томпсън.
Мисля, че работата с него ще ми бъде от голяма полза.
Имам и германски спаринг-партньори, с които вече тренираме.
Със сигурност моите най-близки приятели ще бъдат край ринга.
Надявам се да има и още българи в залата.","Well, yes, we are glad that things are already officially regulated.
There were a lot of problems with finding a rival, but now everything is as it should be and we have the confidence that the winner will actually be declared a contender.
Of course, it's good to know that you're just a step away from a match with Klitschko.
However, I am not thinking about this at the moment, but about the upcoming meeting.
This is the most important thing now - to concentrate as much as possible.
And we will talk about the match with Klitschko when the time comes.
Yes, there are many matches on the Internet.
I watched him - he is undoubtedly a good and extremely experienced boxer.
However, I think I will beat him.
I do not believe this will have much effect.
On the other hand, he will appear in our game more played, while I have not been in the ring for almost a year.
It seems to me that the chances are equal.
No, on the contrary.
At the moment I feel very good - rested, fresh.
I train well and I hope this will be evident in the match.
In general, everything has its advantages and disadvantages.
I haven't stopped training, but in recent weeks we have significantly increased our speed.
Now I have more sparring ahead of me, and in a day or two a Russian and an American should come.
I expect the Bulgarian boxer Dimitar Stoimenov to arrive, who has a back guard like Thompson.
I think working with him will be very useful for me.
I also have German sparring partners with whom we already train.
Certainly my closest friends will be by the ring.
I hope there will be more Bulgarians in the hall.",True
16,16,BG_Box_KubratPulev_vs_WladimirKlitschko_NO,NO,"Не мисля, че съм аутсайдер в този двубой.
Много се радвам, когато някой ме подценява.
Това ми дава повече предимство и допълнителна мотивация.
Наблегнах, защото за мен това е важен въпрос.
Смятам, че в спорта правилата трябва да са еднакви за всички, за да бъде честен и истински спорт.
Затова аз искам същите допинг тестове да преминава и Кличко.
Не е коректно претендентът да бъде проверяван по всяко време и на всяко място, а световният шампион да бъде проверяван само и единствено след мача.
Дори децата знаят, че каквото и да е взел, може да се изчисти за мача.
Аз лично, ако съм световен шампион, бих дал такава проба, за да изчистя името си и за да докажа на хората, че съм чист и няма какво да крия.
Мисля, че такава трябва да е реакцията на един истински световен шампион, а не да се крие и измъква по всякакви възможни начини, което определено доказва, че не му е чиста работата и има притеснения.
Кличко се измъква с оправдания, че договорът му е подписан по друг начин.
За да докаже, той можеше да направи допинг проба по собствено желание.
Да не говорим, че на една Олимпиада брат му Витали Кличко е хващан със забранени вещества и е лишаван за известно време от състезателни права.
Специално по тази тема нещата са много прости.
Или се подлага на допинг контрол, както аз и доказва, че наистина е световен шампион, или не се подлага и доказва, че най-вероятно използва забранени стимуланти, на което се дължи дългогодишното му стоене на върха, а не защото е най-добрият.
На мен по-едрите противници до известна степен са ми удобни и се надявам и той да ми е удобен.
Този двубой за мен е мач за световна титла, която е моята мечта.
Подготвям се като за всеки друг противник.
Не ме интересува какъв е като човек.
Не си падам по мъже, а и едва ли някога ще ми е близък приятел.
За мен той е просто противник.
Не мразя никой и нито един мой противник до момента не съм мразил.
Да, със сигурност.
С Божията помощ се чувствам отлично.
Тренировъчният процес върви по план и на 6 септември ще бъда в супер форма.
Ще бъда една боксова машина.
Боксът е спорт, в който никога не можеш да предвидиш нещо на 100%.
Шансовете ни са 50% на 50%.
Мачът ще бъде изключително интересен и аз ще победя.","I don't think I'm an outsider in this match.
I am very happy when someone underestimates me.
This gives me more advantage and additional motivation.
I emphasized because this is an important issue for me.
I believe that in sports the rules must be the same for everyone in order for it to be an honest and real sport.
That's why I want Klitschko to pass the same doping tests.
It is not correct for the contender to be checked at any time and in any place, and for the world champion to be checked only after the match.
Even the kids know that whatever he takes can be cleared for the match.
Personally, if I were a world champion, I would give such a test to clear my name and to prove to people that I am clean and have nothing to hide.
I think that should be the reaction of a real world champion, and not to hide and get away in any possible way, which definitely proves that his job is not clean and he has worries.
Klitschko escapes with excuses that his contract was signed in another way.
To prove it, he could do a doping test of his own accord.
Not to mention that at one Olympics, his brother Vitali Klitschko was caught with banned substances and deprived of competition rights for some time.
Especially on this topic, things are very simple.
Either he is under doping control, as I am proving that he really is a world champion, or he is not being subjected and proving that he is most likely using banned stimulants, which is due to his long standing at the top, not because he is the best .
For me, the bigger opponents are somewhat comfortable and I hope he is comfortable too.
This match for me is a match for a world title, which is my dream.
I prepare like any other opponent.
I don't care what he's like as a person.
I don't like men, and he will hardly ever be a close friend of mine.
To me, he's just an opponent.
I don't hate anyone and I haven't hated any of my opponents so far.
Yes for sure.
With God's help, I feel great.
The training process is going according to plan and on September 6 I will be in great shape.
I will be a boxing machine.
Boxing is a sport in which you can never predict something 100%.
Our chances are 50% to 50%.
The match will be extremely interesting and I will win.",True
17,17,BG_Box_TaysonFury_vs_FranceskoPianeta_YES,YES,"Познавам го, голям и здрав е, бил се е с добри противници.
Държи обратен гард, но досега аз съм нокаутирал всички левичари, които са излезли срещу мен.
Ако Пианета ме бие, ще лазя по целия ринг и ще му целуна краката.","I know him, he is big and strong, he has fought good opponents.
He has a back guard, but so far I have knocked out all the leftists who have come out against me.
If Pianetta beats me, I'll crawl all over the ring and kiss his legs.",True
18,18,BG_Box_TervelPulev_vs_LeonardoBrusseze_YES,YES,"Мачът чука на вратата, подготовката тече усилено.
В момента се намирам в спаринговата седмица, набляга се на спарингите и играта с партньор.
Колкото и добре подготвен да съм кондиционно, ще играя бокс.
Затова съм напълно концентриран.
Утре ми е последният спаринг и мога да кажа, че се чувствам добре.
Според мен е достатъчно опасен противник, има опит и ще се опита да направи най-доборото за себе си.
Със сигурност няма как да бъде подценен човек, който е влязъл в ринга.
Предполагам, че си вярва.
Не би трябвало да бъде подценен един човек, който си вярва.","The match is knocking on the door, the preparation is going hard.
I am currently in the sparring week, the emphasis is on sparring and playing with a partner.
No matter how well prepared I am for fitness, I will play boxing.
That's why I'm completely focused.
Tomorrow is my last sparring and I can say that I feel good.
In my opinion, he is a dangerous enough opponent, he has experience and he will try to do the best for himself.
There is certainly no way to underestimate a person who has entered the ring.
I guess he believes in himself.
A person who trusts himself should not be underestimated.",True
19,19,BG_Box_WladimirKlichko_vs_AnthonyDjoshua_NO,NO,"Мога да ви обещая много неща, но истината е, че никой не знае какво ще стане.
Джошуа е млад и силен, а аз съм много по-опитен.
Готвя се за мача и не си давам и минута почивка.
Искам да съм в топ форма.
Да седна на дивана с бира в ръка?
Никога няма да ме видите така.","I can promise you many things, but the truth is that no one knows what will happen.
Joshua is young and strong, and I am much more experienced.
I am preparing for the match and I do not give myself a minute of rest.
I want to be in top shape.
Sit on the couch with a beer in hand?
You will never see me like that.",True
